"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","43067","TC_49_Verify_Height_Max_Length","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","53103","TC_PE_051_Verify_AnkleOedema_Question_Title_Displayed","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","42813","TC_01_Verify_Start_Visit_Screen","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","40547","TC_10_Verify_Start_Assessment_After_Selecting_Other","chromium","2026-09-09","passed","2026-09-09","Start Visit - Visit Reason Module","StartVisit_VisitReason.spec.js","",""
"","36129","TC_AD_001_Verify_Visit_Reason_Selection_Starts_Assessment","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","50506","TC_PE_018_Verify_Nail_Anemia_Auto_Advances","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","37685","TC_12_Verify_WHR_Field_Is_ReadOnly","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","116862","MH_024_Verify_Upload_Visit_With_Specialty_Proceeds","chromium","2026-09-09","passed","2026-09-09","Medical History Module - Full Test Suite","StartVisit_MedicalHistory.spec.js","",""
"","48015","TC_17_Verify_Complete_Vitals_Flow","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","77036","TC_PE_032_Verify_Reedit_Updates_Summary","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","77816","TC_PE_028_Verify_Back_Button_Present_On_Summary","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","43030","TC_52_Verify_Respiratory_Rate_Max_Length","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","17261","TC_09_Verify_Mandatory_Field_Validation","chromium","2026-09-09","passed","2026-09-09","Patient Creation Module","PatientCreation.spec.js","",""
"","42100","TC_06_Verify_Temperature","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","117995","MH_025_Verify_End_To_End_Medical_History_And_Upload","chromium","2026-09-09","passed","2026-09-09","Medical History Module - Full Test Suite","StartVisit_MedicalHistory.spec.js","",""
"","38849","TC_08_Verify_Visit_Reason_Can_Be_Cleared","chromium","2026-09-09","passed","2026-09-09","Start Visit - Visit Reason Module","StartVisit_VisitReason.spec.js","",""
"","77628","TC_PE_030_Verify_Confirm_Finalizes_Physical_Examination","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","48345","TC_AD_010_Verify_Jaundice_History_Question_Yes_First","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","47735","TC_41_Verify_Optional_Vital_Fields","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","76272","TC_AD_026_Verify_Physical_Exam_Confirm_Navigates_To_Medical_History","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","37948","TC_16_Verify_Decimal_Height_And_Weight","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","17653","TC_07_Verify_Country_Selection","chromium","2026-09-09","passed","2026-09-09","Patient Creation Module","PatientCreation.spec.js","",""
"","42830","TC_34_Verify_BMI_Calculation","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","45748","TC_PE_016_Verify_Take_A_Picture_Option","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","134559","MH_018_Verify_Visit_Summary_Shows_Vitals","chromium","2026-09-09","failed","2026-09-09","Medical History Module - Full Test Suite","StartVisit_MedicalHistory.spec.js","",""
"","43060","TC_68_Verify_SpO2_Can_Be_Entered_And_Cleared","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","40591","TC_AD_004_Verify_Swelling_Cycle_Question","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","42208","TC_PE_048_Verify_PinchSkin_Question_Title_Displayed","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","37927","TC_24_Verify_Blood_Group_Default_Option","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","42915","TC_71_Verify_Blood_Group_Can_Be_Reset_To_Default","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","54168","TC_60_Verify_BMI_Clears_When_Weight_Is_Cleared","chromium","2026-09-09","failed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","77936","TC_PE_025_Verify_Summary_Heading_Displayed","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","42955","TC_70_Verify_Blood_Group_Selection_Can_Be_Changed","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","21940","TC02 - Blank Username","chromium","2026-09-09","failed","2026-09-09","Forgot Password Module","ForgetPassword.spec.js","",""
"","46700","TC_PE_015_Verify_Nail_Abnormality_Validation_On_Empty_Submit","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","38622","TC_39_Verify_WHR_Direct_Input_Is_Not_Allowed","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","46702","TC_PE_011_Verify_Nail_Abnormality_Options_And_Images","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","40172","TC_07_Verify_Start_Assessment_Navigation","chromium","2026-09-09","passed","2026-09-09","Start Visit - Visit Reason Module","StartVisit_VisitReason.spec.js","",""
"","7330","Login with blank username and password","chromium","2026-09-09","passed","2026-09-09","Login Module","Loginpage.spec.js","",""
"","38803","TC_12_Verify_Visit_Reason_Search_With_Partial_Text","chromium","2026-09-09","passed","2026-09-09","Start Visit - Visit Reason Module","StartVisit_VisitReason.spec.js","",""
"","53291","MH_002_Verify_First_Question_Is_Personal_History_Checklist","chromium","2026-09-09","passed","2026-09-09","Medical History Module - Full Test Suite","StartVisit_MedicalHistory.spec.js","",""
"","38311","TC_20_Verify_Height_Maximum_Length","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","61499","TC_48_Verify_WHR_Cannot_Be_Manually_Edited","chromium","2026-09-09","broken","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","53014","TC_PE_024_Verify_Skip_Bypasses_Oedema_Question","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","38078","TC_09_Verify_BMI_Obese_Category","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","41155","TC_19_Verify_Patient_Description_Input","chromium","2026-09-09","passed","2026-09-09","Start Visit - Visit Reason Module","StartVisit_VisitReason.spec.js","",""
"","17312","TC_01_Verify_Patient_Registration_Form_Loads","chromium","2026-09-09","passed","2026-09-09","Patient Creation Module","PatientCreation.spec.js","",""
"","38822","TC_02_Verify_Visit_Reason_Input","chromium","2026-09-09","passed","2026-09-09","Start Visit - Visit Reason Module","StartVisit_VisitReason.spec.js","",""
"","42926","TC_69_Verify_FBS_Can_Be_Entered_And_Cleared","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","42856","TC_45_Verify_Decimal_Measurement_Values","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","37650","TC_35_Verify_Blood_Group_Can_Remain_Unselected","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","73575","MH_006_Document_Remaining_Adult_Question_Sequence","chromium","2026-09-09","passed","2026-09-09","Medical History Module - Full Test Suite","StartVisit_MedicalHistory.spec.js","",""
"","21626","TC04 - Valid Mobile Number","chromium","2026-09-09","failed","2026-09-09","Forgot Password Module","ForgetPassword.spec.js","",""
"","41910","TC_07_Verify_SpO2","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","77082","TC_PE_041_Verify_Fresh_Patient_No_Stale_Data","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","42864","TC_11_Verify_Waist_Circumference","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","38467","TC_11_Verify_Visit_Reason_Search_Case_Insensitive","chromium","2026-09-09","passed","2026-09-09","Start Visit - Visit Reason Module","StartVisit_VisitReason.spec.js","",""
"","53293","MH_001_Verify_Medical_History_Screen_Reached","chromium","2026-09-09","passed","2026-09-09","Medical History Module - Full Test Suite","StartVisit_MedicalHistory.spec.js","",""
"","37855","TC_14_Verify_WHR_Recalculates_When_Waist_Changes","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","16894","TC_12_Verify_Corresponding_Address2_Field","chromium","2026-09-09","passed","2026-09-09","Patient Creation Module","PatientCreation.spec.js","",""
"","42514","TC_PE_033_Verify_Pinch_Skin_Mandatory_Enforcement","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","48240","TC_21_Verify_Required_Field_Validation","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","111855","MH_023_Verify_Priority_Visit_Toggle_Present","chromium","2026-09-09","passed","2026-09-09","Medical History Module - Full Test Suite","StartVisit_MedicalHistory.spec.js","",""
"","43084","TC_44_Verify_Decimal_Height_And_Weight","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","42937","TC_PE_010_Verify_Pinch_Skin_Mandatory_Indicator","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","37947","TC_28_Verify_WHR_After_Clearing_Waist","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","37839","TC_40_Verify_Vitals_Decimal_Input_Mode","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","98549","TC_AD_027_Verify_Medical_History_Completes_Within_Protocol","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","45788","TC_PE_038_Verify_Reference_Images_Render","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","76856","TC_PE_029_Verify_Confirm_Button_Visible_And_Enabled","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","48539","TC_PE_050_Verify_NailAnemia_Question_Title_Displayed","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","54934","TC_AD_014_Verify_Full_Assessment_Completes","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","37785","TC_01_Verify_Vitals_Section_Headers","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","42776","TC_62_Verify_WHR_Clears_When_Hip_Is_Cleared","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","40841","TC_PE_047_Verify_Pallor_Question_Title_Displayed","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","47292","TC_PE_049_Verify_NailAbnormality_Question_Title_Displayed","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","39179","TC_04_Verify_Other_Visit_Reason_Option","chromium","2026-09-09","passed","2026-09-09","Start Visit - Visit Reason Module","StartVisit_VisitReason.spec.js","",""
"","37592","TC_10_Verify_BMI_Recalculates_When_Height_Changes","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","76032","TC_PE_031_Verify_Summary_Matches_Selections_Exactly","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","48253","TC_20_Verify_Start_Assessment","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","25900","TC_16_Verify_Successful_Patient_Creation","chromium","2026-09-09","passed","2026-09-09","Patient Creation Module","PatientCreation.spec.js","",""
"","54572","TC_AD_015_Verify_Additional_Information_Text_Entry","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","36606","TC_42_Verify_BMI_Placeholder","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","112201","MH_021_Verify_Doctor_Specialty_Selector_Present","chromium","2026-09-09","passed","2026-09-09","Medical History Module - Full Test Suite","StartVisit_MedicalHistory.spec.js","",""
"","37714","TC_38_Verify_BMI_Direct_Input_Is_Not_Allowed","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","52088","TC_AD_016_Verify_Wash_Hands_Reminder_After_Assessment","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","37827","TC_29_Verify_WHR_After_Clearing_Hip","chromium","2026-09-09","passed","2026-09-09","Start Visit - Vitals Module","StartVisit_Vitals.spec.js","",""
"","44151","TC_PE_044_Verify_Question_Transition_Performance","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","47741","TC_75_Verify_Next_Proceeds_After_Required_Fields_Are_Valid","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","43559","TC_56_Verify_BMI_Status_Underweight","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","99907","TC_AD_029_Verify_Visit_Summary_Checkup_Reason_Section","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","43466","TC_64_Verify_WHR_Recalculation_With_Multiple_Changes","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","37052","TC_AD_002_Verify_Symptom_Duration_Question","chromium","2026-09-09","passed","2026-09-09","Abdominal Distention Protocol - Full Test Suite","Protocol_AbdominalDistention.spec.js","",""
"","42897","TC_39_Verify_WHR_Updates_When_Waist_Changes","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","48725","TC_18_Verify_Visit_Reason","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","43331","TC_04_Verify_Blood_Pressure","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","48086","TC_74_Verify_Next_Does_Not_Proceed_With_Invalid_Required_Fields","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","39304","TC_PE_043_Verify_Keyboard_Navigation_Support","chromium","2026-09-09","passed","2026-09-09","Physical Examination Module - Full Test Suite","StartVisit_PhysicalExamination.spec.js","",""
"","43614","TC_51_Verify_Pulse_Max_Length","chromium","2026-09-09","passed","2026-09-09","Start Visit Module","StartVisit.spec.js","",""
"","39935","TC_14_Verify_Start_Assessment_Available_After_Other","chromium","2026-09-09","passed","2026-09-09","Start Visit - Visit Reason Module","StartVisit_VisitReason.spec.js","",""
